 number=94, yearStr='1720', year=1720, x=703, y=396, name='094 - Elf 262', artist='Giovanni Battista Pozzo (um 1670-1752)', tags='Italien	Rokoko	Skulptur; Relief	Akt; Mythologie	x	Tod	Elfenbein'
 number=95, yearStr='1725', year=1725, x=636, y=309, name='095 - Moe 13', artist='Braunschweig', tags='Deutschland; Braunschweig	Rokoko	Kunsthandwerk; Möbel	x	x	Mode	Holz; Messing'
 number=96, yearStr='1737', year=1737, x=0, y=0, name='096 - KK 6051', artist='Giambattista Tiepolo (1696-1770)', tags='Italien	Rokoko	Graphik; Zeichnung	Heilige	x	x	x'
 number=97, yearStr='1739', year=1739, x=851, y=702, name='097 - Bro 211 spiegelverkehrt und ohne Rahmung', artist='Georg Raphael Donner (1693-1741)', tags='Österreich	Klassizismus	Skulptur; Relief	Akt; Mythologie	x	x	Blei'
 number=98, yearStr='1757', year=1757, x=513, y=613, name='098 - Wac 25', artist='Christian Benjamin Rauschner (1723-1793)', tags='Deutschland	Rokoko	Skulptur; Relief	Akt; Mythologie	x	x	Wachs; Edelstein'
 number=99, yearStr='1733', year=1733, x=0, y=0, name='099 - KK 9669', artist='William Hogarth (1697-1764)', tags='England	Rokoko	Graphik; Druckgraphik	Genre; Interieur	x	Moral	x'
 number=100, yearStr='1759', year=1759, x=524, y=682, name='100 - Kos 253', artist='Kopenhagen', tags='x	Rokoko	Kunsthandwerk; Goldschmiedearbeiten	Portrait	x	x	Silber; Kupfer; Email; Elfenbein'
 number=101, yearStr='1765', year=1765, x=588, y=682, name='101 - Für 741-745', artist='Pascha Johann Friedrich Weitsch (1723-1803)', tags='Deutschland; Braunschweig	Rokoko	Kunsthandwerk; Porzellan	Landschaft	x	Tafelkultur	Porzellan'
 number=101, yearStr='1765', year=1765, x=588, y=682, name='101 - Für 741', artist='Pascha Johann Friedrich Weitsch (1723-1803)', tags='Deutschland; Braunschweig	Rokoko	Kunsthandwerk; Porzellan	Landschaft	x	Tafelkultur	Porzellan'
 number=101, yearStr='1765', year=1765, x=588, y=682, name='101 - Für 742', artist='Pascha Johann Friedrich Weitsch (1723-1803)', tags='Deutschland; Braunschweig	Rokoko	Kunsthandwerk; Porzellan	Landschaft	x	Tafelkultur	Porzellan'
 number=101, yearStr='1765', year=1765, x=588, y=682, name='101 - Für 743', artist='Pascha Johann Friedrich Weitsch (1723-1803)', tags='Deutschland; Braunschweig	Rokoko	Kunsthandwerk; Porzellan	Landschaft	x	Tafelkultur	Porzellan'
 number=101, yearStr='1765', year=1765, x=588, y=682, name='101 - Für 744', artist='Pascha Johann Friedrich Weitsch (1723-1803)', tags='Deutschland; Braunschweig	Rokoko	Kunsthandwerk; Porzellan	Landschaft	x	Tafelkultur	Porzellan'
 number=101, yearStr='1765', year=1765, x=588, y=682, name='101 - Für 745', artist='Pascha Johann Friedrich Weitsch (1723-1803)', tags='Deutschland; Braunschweig	Rokoko	Kunsthandwerk; Porzellan	Landschaft	x	Tafelkultur	Porzellan'
 number=102, yearStr='1765', year=1765, x=838, y=609, name='102 - Elf 807-811', artist='Simon Troger (1683-1768)', tags='Deutschland	Rokoko	Kunsthandwerk	x	x	x	Elfenbein; Holz'
 number=103, yearStr='1767', year=1767, x=432, y=476, name='103 - GG 808', artist='Francois Boucher (1703-1770)', tags='Frankreich	Rokoko	Malerei	Genre	x	Liebe	x'
 number=104, yearStr='1771', year=1771, x=650, y=889, name='104 - Ste 8', artist='Bartolomeo Cavaceppi (1716-1799)', tags='Italien	Klassizismus	Skulptur; Büste	Portrait	x	Herrschermacht	Marmor'
 number=105, yearStr='1771', year=1771, x=0, y=0, name='105 - KK 3220', artist='Daniel Chodowiecki (1726-1801)', tags='Deutschland	x	Graphik; Druckgraphik	Genre; Interieur	x	Moral	x'
 number=106, yearStr='1776', year=1776, x=0, y=0, name='106 - KK 5718', artist='Louis-Marin Bonnet (1736-1793) nach Pierre Thomas le Clerc (geb. um 1740- nach 1796)', tags='Frankreich	Rokoko	Graphik; Druckgraphik	Portrait	Farbe	x	x'
 number=107, yearStr='1773', year=1773, x=652, y=693, name='107 - Wed 366', artist='Manufaktur Wedgwood', tags='England	Klassizismus	Kunsthandwerk; Keramik	x	x	Mode	Keramik; Wedgwood'
 number=107, yearStr='1773', year=1773, x=652, y=693, name='107 - Wed 369', artist='Manufaktur Wedgwood', tags='England	Klassizismus	Kunsthandwerk; Keramik	x	x	Mode	Keramik; Wedgwood'
 number=107, yearStr='1773', year=1773, x=652, y=693, name='107 - Wed 370', artist='Manufaktur Wedgwood', tags='England	Klassizismus	Kunsthandwerk; Keramik	x	x	Mode	Keramik; Wedgwood'
 number=108, yearStr='1792', year=1792, x=702, y=600, name='108 - GG 625', artist='Pascha Johann Friedrich Weitsch (1723-1803)', tags='Deutschland; Braunschweig	Klassizismus	Malerei	Landschaft	x	x	x'
 number=109, yearStr='1793', year=1793, x=529, y=405, name='109 - GG 780', artist='Jakob Philipp Hackert (1737-1807)', tags='Deutschland	Klassizismus	Malerei	Landschaft	Perspektive	x	x'
 number=110, yearStr='1820', year=1820, x=711, y=671, name='110 - Für 6382', artist='Heinrich Christian Brüning (1779-1855)', tags='Deutschland	Klassizismus	Kunsthandwerk; Keramik	Landschaft	x	Mode	Porzellan'
 number=111, yearStr='1820', year=1820, x=294, y=405, name='111 - KK 4862', artist='Francisco de Goya y Lucientes (1746-1828)', tags='Spanien	Romantik	Graphik; Druckgraphik	Genre	x	x	x'
 number=112, yearStr='1808', year=1808, x=196, y=401, name='112 - KK 7059', artist='Joseph Anton Koch (1768-1839)', tags='Österreich	Romantik	Graphik; Zeichnung	x	x	Moral	x'
 number=113, yearStr='1829', year=1829, x=109, y=488, name='113 - KK 2653', artist='Carl Blechen (1798-1840)', tags='Deutschland	Graphik; Zeichnung	Landschaft	Licht	x	x'
 number=114, yearStr='1862', year=1862, x=108, y=577, name='114 - KK 5724', artist='Charles Francois Daubigny (1817-1878)', tags='Frankreich	Graphik; Druckgraphik	Landschaft	x	x	x'
 number=115, yearStr='1922', year=1922, x=107, y=664, name='115 - KK 1683', artist='Wassily Kandinsky (1866-1944)', tags='Russland	Moderne	Graphik; Druckgraphik	x	Abstraktion	x	x'
 number=116, yearStr='1922', year=1922, x=199, y=491, name='116 - KK 6778', artist='Max Beckmann (1884-1950)', tags='Deutschland	Moderne	Graphik; Druckgraphik	Portrait; Selbstportrait	x	x	x'
 number=117, yearStr='1925', year=1925, x=289, y=483, name='117 - KK 6739', artist='André Masson (1896-1987)', tags='Frankreich	Moderne	Graphik; Zeichnung	x	Abstraktion	x	x'
 number=118, yearStr='1965', year=1965, x=303, y=567, name='118 - KK 3725', artist='Georg Baselitz (geb. 1938)', tags='Deutschland	Gegenwart	Graphik; Aquarell	x	Abstraktion	x	x'
 number=119, yearStr='1977', year=1977, x=299, y=671, name='119 - KK 5113', artist='Jasper Johns (geb. 1930)', tags='USA	Gegenwart	Graphik; Druckgraphik	x	Abstraktion	x	x'
 number=120, yearStr='2002', year=2002, x=213, y=670, name='120 - KK 9682', artist='Francesco Clemente (geb. 1952)', tags='Italien; USA	Gegenwart	Graphik; Aquarell	Portrait; Selbstportrait	x	x	x'
